service,category,operation,provider,resource_type,gap_filled
identity,AuditLogs,Get Guest Usages directory resources in a subscription,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get operation status of an async operation,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update B2C directory resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update CIAM directory resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Guest Usages resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update certificate to policy key,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update secret into policy key,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,A self-service sign-up request was completed,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,An API was called as part of a user flow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete all available strong authentication devices,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Federate with an identity provider,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get available strong authentication devices,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Issue a SAML assertion to the application,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Issue an access token to the application,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Make phone call to verify phone number,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Register TOTP secret,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remediate user,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Send SMS to verify phone number,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Validate Client Credentials,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Verify phone number,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete pre-created device,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Get resources properties of a tenant,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add Windows Hello for Business credential,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Windows Hello for Business credential,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete passwordless phone sign-in credential,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add member to role in PIM completed (timebound),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Approve request - direct role assignment,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,PIM policy removed,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove member from role in PIM completed (timebound),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Role definition created,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update role setting in PIM,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add eligible member to role in PIM canceled (renew),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add eligible member to role in PIM canceled (timebound),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add eligible member to role in PIM requested (renew),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add member to role in PIM canceled (permanent),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add member to role in PIM canceled (renew),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add member to role in PIM canceled (timebound),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add member to role in PIM requested (renew),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add member to role request denied (PIM activation),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Cancel request for role removal,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Cancel request for role update,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Process request,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove eligible member from role in PIM completed (permanent),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove eligible member from role in PIM requested (permanent),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove eligible member from role in PIM requested (timebound),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove member from role in PIM completed (permanent),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove member from role in PIM requested (permanent),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove member from role in PIM requested (timebound),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove permanent eligible role assignment,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Resource updated,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore eligible member from role in PIM completed,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore member from role,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore member from role in PIM completed,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore permanent direct role assignment,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update eligible member in PIM canceled (extend),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update eligible member in PIM requested (extend),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update member in PIM approved by admin (extend/renew),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update member in PIM canceled (extend),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update member in PIM denied by admin (extend/renew),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update member in PIM requested (extend),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add eligible member to role in PIM canceled (permanent),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add member to role outside of PIM (permanent),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Deactivate PIM alert,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Disable PIM alert,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Enable PIM alert,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Onboarded resource from PIM,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Process role update request,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Resolve PIM alert,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore permanent eligible role assignment,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Tenant offboarded from PIM,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Triggered PIM alert,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Refresh PIM alert,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update PIM alert setting,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create custom task extension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete custom task extension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update custom task extension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add task to workflow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Disable task,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Enable task,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove task from workflow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update task,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add execution conditions,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add workflow version,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create workflow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete workflow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Disable workflow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Disable workflow schedule,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Enable workflow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Enable workflow schedule,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Hard delete workflow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,On-demand workflow execution completed,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Restore workflow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Schedule workflow execution completed,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Schedule workflow execution started,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set workflow for on-demand execution,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update execution conditions,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update tenant settings,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update workflow,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create Certificate,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Certificate,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Certificate,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Offboarding Process Started,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Onboarding Process Started,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Adaptive Access Policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Enriched Audit Logs Settings,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Forwarding Options Policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create Filtering Policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create Filtering Policy Profile,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create Remote Network,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create Security Provider Policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Filtering Policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Filtering Policy Profile,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Forwarding Policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Private Access Policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Remote Network,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Security Provider Policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Filtering Policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Filtering Policy Profile,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Filtering Profile,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Forwarding Policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Forwarding Profile,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Forwarding Rule,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Private Access Policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Remote Network,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Security Provider Policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create Registration of Security Provider,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add user to feature rollout,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove user from feature rollout,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Dismiss recommendation,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Mark recommendation as complete,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Postpone recommendation,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update local administrator password,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set device registration policies,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add platform credential,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Passkey (device-bound),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,The role assignment of User Access Administrator has been removed from the user,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User has elevated their access to User Access Administrator for their Azure Resources,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Redeem extern user invite,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add Entitlement Management role assignment,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Approval stage completed for access package assignment request,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Assign user as external sponsor,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Assign user as internal sponsor,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create access package assignment user update request,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create connected organization,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create custom extension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create incompatible access package,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create incompatible group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create resource environment,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete access package assignment request,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete access package assignment policy for a deleted user,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete connected organization,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete custom extension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete incompatible access package,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete incompatible group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Deny access package assignment request,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Entitlement Management creates access package assignment request for user,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Execute custom extension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Failed access package assignment request,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Partially fulfill access package assignment request,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove Entitlement Management role assignment,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove user as external sponsor,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove user as internal sponsor,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Schedule a future access package assignment,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update access package,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update access package catalog resource,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update connected organization,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update custom extension,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update request answers by approver,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update tenant setting,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User requests an access package assignment on behalf of service principal,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User requests to remove access package assignment,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add a group to feature rollout,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create rollout policy for feature,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete rollout policy of feature,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Remove a group from feature rollout,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update rollout policy of feature,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User authorization for application access,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Disable Desktop Sso,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Disable Desktop Sso for a specific domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Disable application proxy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Disable passthrough authentication,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Enable Desktop Sso,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Enable Desktop Sso for a specific domain,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Enable application proxy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Enable passthrough authentication,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add connector Group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add a Connector to Connector Group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add application SSL certificate,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Connector Group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete SSL binding,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Register connector,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update Connector Group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Add provisioning configuration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete provisioning configuration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Disable/pause provisioning configuration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Enable/restart provisioning configuration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Enable/start provisioning configuration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Quarantine,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update attribute mappings or scope,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update provisioning setting or credentials,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User Provisioning,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Bulk download hardware tokens - finished (bulk),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Download registration and reset events - finished (bulk),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Download role assignments - finished (bulk),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Download service principals - finished (bulk),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Download user registration details - finished (bulk),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Download users - finished (bulk),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Export summary data - finished (bulk),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Export summary data new - finished (bulk),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create application collection,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete application collection,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update application collection,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update application collection order,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update preview settings,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Accept Terms Of Use,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create Terms Of Use,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Decline Terms Of Use,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Consent,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete Terms Of Use,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Edit Terms Of Use,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Publish Terms Of Use,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create authority,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create authorization policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create contract,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create issuance policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete issuance policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Process POST /authorities/:issuerId/didInfo/signingKeys/rotate request,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Process POST /authorities/:issuerId/didInfo/signingKeys/synchronizeWithDidDocument request,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Revoke credential,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Rotate signing key,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Tenant onboarding,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Tenant opt-out,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update MyAccount settings,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update authority,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update contract,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update issuance policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update linked domains,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Approval_Act,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Approval_Get,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Approvals_Post,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Approve a pending request to join a group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Cancel a pending request to join a group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Create lifecycle management policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete a pending request to join a group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete lifecycle management policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Device_Create,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Device_Delete,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Device_Get,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Device_GetAll,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Features_IsFeatureEnabledAsync,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Features_UpdateFeaturesAsync,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,GroupLifecyclePolicies_addGroup,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,GroupLifecyclePolicies_removeGroup,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_AddMember,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_AddOwner,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_BatchValidateDynamicMembership,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_Create,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_Delete,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_Get,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_GetAll,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_GetDynamicMembershipDeviceAttributes,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_GetDynamicMembershipOperators,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_GetExpiryNotificationDate,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_GetMembers,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_GetOwners,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_RemoveMember,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_RemoveOwner,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_Restore,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_Update,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Group_ValidateDynamicMembership,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,GroupsODataV4_GetgroupLifecyclePolicies,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Groups_CreateLink,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Groups_Get,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,LcmPolicy_Get,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,LcmPolicy_RenewGroup,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Reject a pending request to join a group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Renew group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Request to join a group,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Set dynamic group properties,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update lifecycle management policy,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User_Create,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User_Delete,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User_Get,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User_GetAll,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User_GetMemberOf,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User_GetOwnedObjects,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Updated ConvergedUXV2 feature value,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Updated MyApps feature value,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Update MyStaff feature value,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Updated SSPRConvergence feature value,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Updated SignInReports feature value,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Disable password writeback for directory,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Enable password writeback for directory,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Blocked from self-service password reset,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Security info saved for self-service password reset,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Unlock user account (self-service),Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User Password Registration,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User Password Reset,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User confirmed unusual sign-in event as legitimate,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User reported unusual sign-in event as not legitimate,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,User changed default security info,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,Delete external user,Microsoft.AADIAM,diagnosticSettings,Yes
identity,AuditLogs,"Email not sent, user unsubscribed",Microsoft.AADIAM,diagnosticSettings,Yes
